Site Address,Subsite Count
https://piritahi.cohesion.net.nz/sites/EXT/HPAI,1
https://piritahi.cohesion.net.nz/sites/EXT/IP,1
https://piritahi.cohesion.net.nz/Sites/FISHM/CF,1
https://piritahi.cohesion.net.nz/Sites/FISHM/FA,1
https://piritahi.cohesion.net.nz/Sites/FISHM/HMS,1
https://piritahi.cohesion.net.nz/Sites/FISHM/ND,1
https://piritahi.cohesion.net.nz/Sites/FISHM/STR,1
https://piritahi.cohesion.net.nz/Sites/FLM/CCO/C,1
https://piritahi.cohesion.net.nz/Sites/FLM/CCO/ETS,1
https://piritahi.cohesion.net.nz/Sites/FLM/PI,1
https://piritahi.cohesion.net.nz/Sites/FLM/STR,1
https://piritahi.cohesion.net.nz/Sites/GOV/FSGB,1
https://piritahi.cohesion.net.nz/Sites/GOV/SAG,1
https://piritahi.cohesion.net.nz/Sites/GOV/STR,1
https://piritahi.cohesion.net.nz/Sites/IDCR/AHLD/ABC,1
https://piritahi.cohesion.net.nz/Sites/IDCR/AHLD/BAAD,1
https://piritahi.cohesion.net.nz/Sites/IDCR/AHLD/MBovis,1
https://piritahi.cohesion.net.nz/Sites/IDCR/BIOI,1
https://piritahi.cohesion.net.nz/Sites/IDCR/BIOS/AD,1
https://piritahi.cohesion.net.nz/Sites/IDCR/BRR,1
https://piritahi.cohesion.net.nz/Sites/IDCR/LIMS,1
https://piritahi.cohesion.net.nz/Sites/IDCR/LTPM/BLT,1
https://piritahi.cohesion.net.nz/Sites/IDCR/PHELD/NZAID,1
https://piritahi.cohesion.net.nz/Sites/IDCR/PHELD/VPEQ,1
https://piritahi.cohesion.net.nz/Sites/IDCR/QS,1
https://piritahi.cohesion.net.nz/Sites/IMA/CO/RZ/OIE,1
https://piritahi.cohesion.net.nz/Sites/IMA/CO/RZ/UNFCCC/KP,1
https://piritahi.cohesion.net.nz/Sites/IMA/OCE,1
https://piritahi.cohesion.net.nz/Sites/IMA/STR,1
https://piritahi.cohesion.net.nz/Sites/IPC/IIA/BioIntel,1
https://piritahi.cohesion.net.nz/Sites/LS/AF,1
https://piritahi.cohesion.net.nz/Sites/LS/C/C,1
https://piritahi.cohesion.net.nz/Sites/PCM/CCM,1
https://piritahi.cohesion.net.nz/Sites/PM/HRIS,1
https://piritahi.cohesion.net.nz/Sites/PM/OD/OC,1
https://piritahi.cohesion.net.nz/Sites/PM/PF,1
https://piritahi.cohesion.net.nz/Sites/PM/TD,1
https://piritahi.cohesion.net.nz/Sites/POL/FOOD/TT,1
https://piritahi.cohesion.net.nz/Sites/POL/NR/LAND,1
https://piritahi.cohesion.net.nz/Sites/POL/NR/RMS,1
https://piritahi.cohesion.net.nz/Sites/POL/RS,1
https://piritahi.cohesion.net.nz/Sites/POL/SEC/EA,1
https://piritahi.cohesion.net.nz/Sites/POL/SEC/FA,1
https://piritahi.cohesion.net.nz/Sites/POL/STR,1
https://piritahi.cohesion.net.nz/Sites/PRO/BMTVP,0
https://piritahi.cohesion.net.nz/Sites/PRO/BOPEP,0
https://piritahi.cohesion.net.nz/Sites/PRO/BOSP,0
https://piritahi.cohesion.net.nz/Sites/PRO/BPPGP,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSCAP,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSDBSPG,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSDMMP,8
https://piritahi.cohesion.net.nz/Sites/PRO/BSDMMP/DNS,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSDMMP/MAFDATA,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSDMMP/MMAP,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSDMMP/MMIP,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSDMMP/SQLP,0
